Name_of_taxa,Family,Plant_group,"Plant_sub-group",Habit,"IUCN_Status",Lifespan
"Solms-laubachia_himalayensis_(Cambess.)_J.P.Yue,_Al-Shehbaz_&_H.Sun_(=Ermania_himalayensis_(Bamb.)_O.E.Schulz,_Christolea_himalayensis_(Cambess.)_Jafri,_Cheiranthus_himalayensis_Cambess.)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Solms-laubachia_lanuginosa_(Hook._f._&_Thomson)_D.A.German_&_Al-Shehbaz_(=Christolea_lanuginosa_(Hook._f._&_Thomson)_Ovez.,_Ermania_lanuginosa_(Hook._f._&_Thomson)_O.E.Schulz)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Solms-laubachia_linearis_(N.Busch)_J.P.Yue,_Al-_Shehbaz_&_H.Sun_(=Christolea_parkeri_(O.E._Schulz)_Jafri,_Ermania_linearis_(N.Busch)_Botschantzev)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Solms-laubachia_mirabilis_(Pamp.)_J.P.Yue,_Al-_Shehbaz_&_H.Sun_(=Christolea_scaposa_Jafri)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Solms-laubachia_parryoides_(Kurz_ex_Hook._f._&_T.Anderson)_D.A.German_&_Al-Shehbaz_(=Phaeonychium_parryoides_(Kurz_ex_Hook._f._&_T.Anderson)_O.E.Schulz),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
"Solms-laubachia_pumila_(Kurz)_F.DvoÅ™Ã¡k_(=Christolea_pumila_(Kurz)_Jafri,_Desideria_pumila_(Kurz)_Al-Shehbaz)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Solms-laubachia_stewartii_(T.Anderson)_J.P.Yue,_Al-_Shehbaz_&_H.Sun_=(=Desideria_stewartii_(T.Anderson)_Al-_Shehbaz)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sonchus_asper_(L.)_Hill,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Sonchus_oleraceus_(L.)_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,annual
Sonchus_wightianus_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Sophora_alopecuroides_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Sophora_moorcroftiana_(Benth.)_Baker,Fabaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Sorbaria_tomentosa_(Lindl.)_Rehder,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Sorbus_tianschanica_Rupr.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Soroseris_deasyi_(S.Moore)_Stebbins,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Spergularia_rubra_(L.)_J.Presl_&_C.Presl,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Spinacia_oleracea_L.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Sporobolus_alopecuroides_(Piller_&_Mitterp.)_P.M.Peterson_(=Alopecurus_geniculatus_L.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Sporobolus_schoenoides_(L.)_P.M.Peterson_(=Crypsis_schoenoides_(L.)_Lam.),Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Stachys_melissifolia_Benth._(=Stachys_emodi_Hedge),Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_alsine_Grimm_subsp._Alsine_Grimm_(=Stellaria_uliginosa_Murray),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Stellaria_aquatica_Scop._(=Myosoton_aquaticum_(L.)_Moench),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_brachypetala_Bunge,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_cherleriae_(Fisch._ex_Ser.)_F.N.Williams,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_decumbens_Edgew.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Stellaria_depressa_Em.Schmid,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Stellaria_graminea_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_irrigua_Bunge_(=Stellaria_subumbellata_Edgew.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_longipes_Goldie,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_media_(L.)_vill.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_monosperma_Buch.â€“_Ham._ex_D.Don,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Stellaria_palustris_Ehrh._ex_Retz._(=Stellaria_glauca_With.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_soongorica_Roshev.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Stellaria_tibetica_Kurz,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Stipa_barbata_Desf.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_breviflora_Griseb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_capillacea_Keng,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_capillata_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_caucasica_Schmalh.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_himalaica_Roshev.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_kirghisorum_P._Smim.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_orientalis_Trin._ex_Ledeb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_pennata_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_purpurea_Griseb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_regeliana_Hack.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_roborowskyi_Roshev.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_subsessiliflora_(Rupr.)_Roshev._(=Ptilagrostis_subsessiliflora_(Rupr.)_Roshev.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_tianschanica_Roshev.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_turkestanica_Hack.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipa_Ã—_consanguinea_Trin._&_Rupr.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Stipagrostis_plumosa_(L.)_Munro_ex_T._Anders.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Strigosella_africana_(L.)_Botsch._(=Malcolmia_africana_(L.)_R.Br.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Strigosella_strigosa_(Boiss.)_Botsch._(=Malcolmia_strigosa_Boiss.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Stuckenia_amblyophylla_(C.A.Mey.)_Holub_(=Potamogeton_amblyophyllus_C.A.Mey.),Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Perennial
Stuckenia_filiformis_(Pers.)_BÃ¶rner,Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Annual
Stuckenia_pamirica_(BaagÃ¸e)_Z.Kaplan_(=Potamogeton_pamiricus_BaagÃ¸e),Potamogetonaceae,Angiosperm,Monocot,Herb,NE,Annual
Stuckenia_pectinata_(L.)_BÃ¶rner_(=Potamogeton_pectinatus_L.),Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Perennial
Suaeda_fruticosa_Forssk._ex_J.F.Gmel.,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Suaeda_microsperma_(C.A.Mey.)_Fenzl,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Suaeda_olufsenii_Paulsen,Amaranthaceae,Angiosperm,Dicot,Herb,NE,annual
Swertia_cordata_(Wall._ex_G.Don)_C.B.Clarke,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Swertia_petiolata_D.Don,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Swertia_thomsonii_Clarke,Gentianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Symphyotrichum_novi-belgii_(L.)_G.L.Nesom_(=Aster_novi-belgii_L.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tagetes_erecta_L._(=Tagetes_patula_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Tamarix_dioica_Roxb._ex_Roth,Tamaricaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Tamarix_indica_Willd.,Tamaricaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Tamarix_ramosissima_Ledeb.,Tamaricaceae,Angiosperm,Dicot,Shrub,LC,Perennial
Tanacetum_artemisioides_Sch._Bip._ex_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tanacetum_griffithii_(C.B.Clarke)_Muradyan_(=Chrysanthemum_griffithii_Clarke),Asteraceae,Angiosperm,Dicot,Shrub,NE,Perennial
Tanacetum_stoliczkae_(C.B.Clarke)_R.Khan_(=Chrysanthemum_stoliczkae_C.B.Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_acrophilum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_apargiiforme_Dahlst.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_atrans_Schischkin,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_atroparadoxum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_atrosubtile_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_bicolor_(Turcz.)_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_brevirostre_Hand.-_Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Taraxacum_candidatum_Kirschner,_Å tepÃ¡nek_&_KlimeÅ¡",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_ceratophorum_(Ledeb.)_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_chitralense_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_consimile_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_dealbatum_Hand.-_Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_denigratum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_dilutissimum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_dissectum_(Ledeb.)_Ledeb.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_erioscapum_H.Hartmann,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_erythrospermum_Andrz._ex_Besser_(=Taraxacum_laevigatum_(Willd.)_DC.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_flavipapposum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_hedinii_G.Haglund_ex_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_helioscopium_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_hooftii_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_hypimbricans_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_hystrix_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_ikonnikovii_Schischkin,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_karakoricum_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_klimesianum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_leucanthum_(Ledeb.)_Ledeb._(=Taraxacum_bicolor_(Turcz.)_DC.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_luridum_C.E.Haglund,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_marginiferum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_melleum_Soest_(=Taraxacum_ladakense_Soest),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_minutilobum_Popov_ex_Kovalevskaya,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_monochlamydeum_Hand.-Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_nigrofructum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_officinale_F.H.Wigg.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_orientali-_atratum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_parallelum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_parvuliforme_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_pertenue_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_philokalos_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_primigenium_Hand.-_Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_protuberans_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_pseudoleucanthum_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_pseudonigricans_Hand.-Mazz.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_pseudostevenii_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_sedulum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_sinensiforme_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_sinicum_Kitag._(=Taraxacum_armeriifolium_Soest),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_stereodiforme_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_stevenii_(Spreng.)_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_tenuiculum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_tricuspidatum_Soest,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_tubulosum_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_vigens_Kirschner_&_Å tÄ›pÃ¡nek,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Taraxacum_virgineum_Kirschner_Å tepÃ¡nek_&_KlimeÅ¡,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tenaxia_cachemyriana_(Jaub._&_Spach)_N.P.Barker_&_H.P.Linder,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Tenaxia_cumminsii_(Hook.f.)_N.P.Barker_&_H.P.Linder,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Tetracme_pamirica_vassilcz.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Tetrapogon_villosus_Desf.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Thalictrum_alpinum_L.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_cultratum_Wall.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_foetidum_L._subsp._foetidum_L._(=Thalictrum_vaginatum_Royle),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_minus_L.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_minus_L._subsp._majus_(Crantz)_Rouy_&_Fauc.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_platycarpum_Hook.f._&_Thomson,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thalictrum_rutifolium_Hook.f._&_Thomson,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thermopsis_barbata_Royle,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thermopsis_inflata_Cambess.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thesium_himalense_Royle,Santalaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thesium_hookeri_Hendrych,Santalaceae,Angiosperm,Dicot,Herb,NE,Perennial
Thinopyrum_intermedium_(Host)_Barkworth_&_D.R.Dewey_(=Agropyron_intermedium_(Host)_P._Beauv._Ess._Agrost.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Thlaspi_arvense_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Thuja_occidentalis_L.,Cupressaceae,Gymnosperm,,Shrub,LC,Perennial
Thylacospermum_caespitosum_(Cambess.)_Schischk.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Thylacospermum_rupifragum_(Kar._&_Kir.)_Schrenk,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Thymus_linearis_Benth.,Lamiaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Thymus_serpyllum_L.,Lamiaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Timouria_saposhnikowii_Roshev._(=Stipa_saposhnikowii_(Roshev.)_Kitag.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Trachydium_roylei_Lindl.,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Tragopogon_dubius_Scop.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tragopogon_gracilis_D.Don,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tragopogon_orientalis_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Tragopogon_porrifolius_L._subsp._porrifolius_L._(=Tragopogon_sinuatus_AvÃ©â€“Lall.),Asteraceae,Angiosperm,Dicot,Herb,NE,Biennial
Tribulus_terrestris_L.,Zygophyllaceae,Angiosperm,Dicot,Herb,LC,Perennial
Tricholaser_cachemiricum_(C.B.Clarke)_Alava,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Tricholepis_tibetica_Hook.f._&_Thomson_ex_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Trichophorum_pumilum_Schinz_&_Thell.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Trichosanthes_dioica_Roxb.,Cucurbitaceae,Angiosperm,Dicot,Climber,NE,Perennial
Trifolium_fragiferum_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Trifolium_pratense_L.,Fabaceae,Angiosperm,Dicot,Herb,LC,Perennial
Trifolium_repens_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Triglochin_maritima_L.,Juncaginaceae,Angiosperm,Monocot,Herb,LC,Perennial
Triglochin_palustris_L.,Juncaginaceae,Angiosperm,Monocot,Herb,LC,Perennial
Trigonella_balansae_Boiss._&_Reut._(=Trigonella_corniculata_Sibth._&_Sm.),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Trigonella_cachemiriana_Cambess.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Trigonella_emodi_Benth.,Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Trigonotis_rotundifolia_(A.DC.)_Benth._ex_C.B.Clarke,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Trigonotis_tibetica_I.M.Johnst._(=Eritrichium_tibeticum_C.B.Clarke),Boraginaceae,Angiosperm,Dicot,Herb,NE,Annual
Trikeraia_hookeri_(Stapf)_Bor_(=Stipa_hookeri_Stapf),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Tripidium_ravennae_(L.)_H.Scholz_(=Saccharum_ravennae_(L.)_Murr.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Tripogon_filiformis_Nees_ex_Steud.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Trisetum_clarkei_(Hook.f.)_R.R.Stewart,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Triticum_aestivum_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Trollius_acaulis_Lindl.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Tropaeolum_majus_L.,Tropaeolaceae,Angiosperm,Dicot,Herb,NE,Annual
Tulipa_clusiana_RedoutÃ©,Liliaceae,Angiosperm,Monocot,Herb,NE,Perennial
Turritis_glabra_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Tussilago_farfara_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Ulmus_parvifolia_Jacq.,Ulmaceae,Angiosperm,Dicot,Tree,LC,Perennial
Ulmus_pumila_L.,Ulmaceae,Angiosperm,Dicot,Tree,LC,Perennial
Ulmus_wallichiana_Planch.,Ulmaceae,Angiosperm,Dicot,Tree,NE,Perennial
Urtica_ardens_Link.,Urticaceae,Angiosperm,Dicot,Herb,NE,Annual
Urtica_dioica_L.,Urticaceae,Angiosperm,Dicot,Herb,LC,Perennial
Urtica_hyperborea_Jacq._ex_Wedd.,Urticaceae,Angiosperm,Dicot,Herb,NE,Perennial
Utricularia_aurea_Lour.,Lentibulariaceae,Angiosperm,Dicot,Herb,LC,Annual
Utricularia_australis_R.Br.,Lentibulariaceae,Angiosperm,Dicot,Herb,LC,Annual
Utricularia_minor_L.,Lentibulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Valeriana_dioica_L.,valerianaceae,Angiosperm,Dicot,Herb,LC,Perennial
Valeriana_hardwickei_Wall.,valerianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Valeriana_himalayana_Grubov,valerianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Valeriana_jatamansi_Jones,valerianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Valeriana_stracheyi_C.B.Clarke,valerianaceae,Angiosperm,Dicot,Herb,NE,Perennial
Verbascum_songaricum_Schrenk_ex_Fisch._&_C.A.Mey.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Verbascum_thapsus_L.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Biennial
Veronica_alpina_L._(=Veronica_lasiocarpa_Pennell),Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_anagallisâ€“_aquatica_L.,Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Perennial
Veronica_anagalloides_Guss._subsp._anagalloides_Guss._(=Veronica_salina_Schur),Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Annual
Veronica_beccabunga_L.,Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Perennial
Veronica_beccabunga_L._subsp._muscosa_(Korsh.)_Elenevsky,Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Perennial
Veronica_biloba_Schreb._ex_L.,Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Annual
Veronica_catenata_Pennell_subsp._catenata_Pennell_(=Veronica_salina_f._laevipes_(Beck)_Fernald),Scrophulariaceae,Angiosperm,Dicot,Herb,LC,Annual
Veronica_ciliata_Fisch.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_ciliata_Fisch._subsp._cephaloides_(Pennell)_D.Y.Hong_(=Veronica_koelzii_Pennell),Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_hispidula_Boiss._&_A.Huet,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Veronica_lanosa_Royle_ex_Benth.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_macrostemon_Bunge,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_michauxii_Lam._(=Veronica_secunda_Pennell),Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Veronica_polita_Fr.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Veronica_pusilla_Kotschy_&_Boiss.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Veronica_pusilla_Kotschy_&_Boiss._var._pusilla,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Veronica_serpyllifolia_L.,Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Perennial
Veronica_undulata_Wall._(=Veronica_punctata_Buch.-_Ham._ex_D.Don),Scrophulariaceae,Angiosperm,Dicot,Herb,NE,Annual
Vicatia_coniifolia_Wall._ex_DC.,Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Vicia_faba_L._(Faba_vulgaris_Moench),Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Vicia_lens_(L.)_Coss._&_Germ._(=Lens_culinaris_Medik.),Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Vicia_sativa_L.,Fabaceae,Angiosperm,Dicot,Herb,LC,Annual
Vicia_tenuifolia_Roth,Fabaceae,Angiosperm,Dicot,Climber,LC,Perennial
Vincetoxicum_canescens_(Willd.)_Decne._(=Cynanchum_canescens_(Willd.)_K.Schum.),Apocynaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Vincetoxicum_glaucum_(Wall._ex_Wight)_Rech._f._(=Vincetoxicum_hirundinaria_Medik._subsp._glaucum_(Wall._ex_Wight)_Hara),Apocynaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Vincetoxicum_hirundinaria_Medik._subsp_hirundinaria_Medik.,Apocynaceae,Angiosperm,Dicot,Herb,NE,Perennial
Viola_betonicifolia_Bojer_ex_Baker_subsp._jaunsariensis_(W.Becker)_Hara_(=Viola_kashmiriana_W.Becker),violaceae,Angiosperm,Dicot,Herb,NE,Perennial
Viola_betonicifolia_Sm.,violaceae,Angiosperm,Dicot,Herb,NE,Perennial
Viola_biflora_L.,violaceae,Angiosperm,Dicot,Herb,NE,Perennial
Viola_kunawarensis_Royle,violaceae,Angiosperm,Dicot,Herb,NE,Perennial
Viola_rupestris_F.W.Schmidt,violaceae,Angiosperm,Dicot,Herb,NE,Annual
Vitis_vinifera_L.,vitaceae,Angiosperm,Dicot,Climber,LC,Perennial
Woodsia_glabella_R.Br._ex_Richardson,Aspleniaceae,Pteridophyte,Fern,Herb,NE,Perennial
Xanthium_spinosum_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Xanthium_strumarium_L._(=Xanthium_indicum_Koenig),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Zannichellia_palustris_L.,Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Perennial
