Name_of_taxa,Family,Plant_group,"Plant_sub-group",Habit,"IUCN_Status",Lifespan
"Conioselinum_tataricum_Hoffm._(=Selinum_papyraceum_C.B.Clarke,_Conioselinum_papyraceum_(C.B.Clarke)_Pimenov_&_Kljuykov)",Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Convolvulus_arvensis_L.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Coreopsis_tinctoria_Nutt.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Coriandrum_sativum_L.,Apiaceae,Angiosperm,Dicot,Herb,NE,Annual
Corispermum_pamiricum_Iljin,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Perennial
Corispermum_tibeticum_Iljin_(=Corispermum_ladakhianum_Grey-_Wilson_&_Wadhwa),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Corydalis_adiantifolia_Hook._f._&_Thomson_var._heterocarpa_Jafri,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_adiantifolia_Hook.f._&_Thomson,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_clarkei_Prain,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_cornuta_Royle_(=Corydalis_stewartii_Fedde),Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_crassifolia_Royle_(=Corydalis_crassissima_Camb.),Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_crithmifolia_Royle,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_diphylla_Wall.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_elegans_Wall._ex_Hook.f._&_Thomson,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_falconeri_Hook.f.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_filiformis_Royle,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_flabellata_Edgew.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_govaniana_Wall.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_govaniana_Wall._var._malukiana_Jafri,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_hendersonii_Hemsl.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_inopinata_Prain_ex_Fedde,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_meifolia_Wall.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_moorcroftiana_Wall._ex_Hook.f._&_Thomson,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_schelesnowiana_Regel_&_Schmalh.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_sikkimensis_(Prain)_Fedde,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_stricta_Stephan_ex_DC._subsp._stricta_(=Corydalis_osmastonii_Fedde),Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_thyrsiflora_Prain_(=Corydalis_gortschakovii_Schrenk),Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_tibetica_Hook.f._&_Thomson_(=Corydalis_pseudocrithmifolia_Jafri),Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_tibetoalpina_C.Y.Wu_&_T.Y.Shu,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Corydalis_vaginans_Royle,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Cosmos_bipinnatus_Cav.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Cotoneaster_affinis_Lindl.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Cotoneaster_integerrimus_Medik._(=Cotoneaster_gilgitensis_Klotz.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Cotoneaster_nummularius_Fisch._&_C.A.Mey.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Cousinia_falconeri_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Biennial
Cousinia_thomsonii_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Biennial
Crambe_cordifolia_Steven_subsp._kotschyana_(Boiss.)_Jafri_(=Crambe_kotschyana_Boiss.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Biennial
Cremanthodium_decaisnei_C.B.Clarke,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Cremanthodium_ellisii_(Hook._f.)_Kitam._(=Cremanthodium_plantagineum_Maxim._var._maximowiczii_(Franch.)_Aswal,_Cremanthodium_plantagineum_Maxim.)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Cremanthodium_nanum_(Decne.)_W.W.Sm.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Crepidifolium_tenuifolium_(Willd.)_Sennikov_(=Crepis_tenuifolia_Willd.,_Youngia_tenuifolia_(Willd.)_Babc._&_Stebbins)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Crepis_multicaulis_Ledeb._(=Crepis_stoliczkai_C.B.Clarke.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Crepis_nicaeensis_Balb.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Crepis_sancta_(L.)_Babc.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
"Crucihimalaya_himalaica_(Edgew.)_Al-Shehbaz,_Oâ€™Kane_&_R.A.Price_(=Arabidopsis_himalaica_(Edgew.)_O.E.Schulz)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Biennial
"Crucihimalaya_mollissima_(C.A.Mey.)_Al-_Shehbaz,_Oâ€™Kane_&_R.A.Price_(=Arabidopsis_mollissima_(C.A.Mey.)_N.Busch.)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Crucihimalaya_tibetica_(Hook._f._&_Thomson)_Al-Shehbaz,_D.A.German_&_M.Koch_(=Arabis_tibetica_Hook._f._&_Thomson,_Arabis_tenuirostris_O.E.Schulz)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Biennial
"Crucihimalaya_wallichii_(Hook._f._&_Thomson)_Al-_Shehbaz,_Oâ€™Kane_&_R.A.Price_(=Arabidopsis_wallchii_(Hook.f._&_Thomson)_N.Busch.)",Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Cryptantha_gnaphalioides_(A.DC.)_Reiche_(=Eritrichium_fruticosum_Phil.),Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cryptogramma_brunoniana_Wall._ex_Hook._&_Grev.,Pteridaceae,Pteridophyte,Fern,Herb,NE,Annual
Cryptogramma_stelleri_(S.G.Gmel.)_Prantl,Pteridaceae,Pteridophyte,Fern,Herb,NE,Perennial
Cucumis_sativus_L.,Cucurbitaceae,Angiosperm,Dicot,Herb,NE,Annual
Cucurbita_maxima_Duchesne,Cucurbitaceae,Angiosperm,Dicot,Herb,NE,Annual
Cucurbita_pepo_L.,Cucurbitaceae,Angiosperm,Dicot,Herb,NE,Annual
Cuscuta_approximata_Bab._var._urceolata_Yunck.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_campestris_Yunck.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_capitata_Roxb.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_europaea_L._var._indica_Engelm,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_gigantea_Griff.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_Lehmanniana_Bunge,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cuscuta_planiflora_Ten.,Convolvulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cyclanthera_pedata_(L.)_Schrad.,Cucurbitaceae,Angiosperm,Dicot,Climber,NE,Annual
Cymbopogon_jwarancusa_(Jones_ex_Roxb.)_Schult._subsp._olivieri_(Boiss.)_Soenarko_(=Cymbopogon_olivieri_(Boiss.)_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Cymbopogon_pospischilii_(K._Schum.)_C.E._Hubbard,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Cynanchum_acutum_L.,Apocynaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cynanchum_acutum_L._subsp._sibiricum_(Willd.)_Rech.f.,Apocynaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cynanchum_heydei_Hook.f.,Apocynaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cynoglossum_lanceolatum_Forssk.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Biennial
"Cynoglossum_microglochin_Benth._(=Cynoglossum_nervosum_Benth._ex_Hook.f.,_Cynoglossum_petiolatum_(Hook.)_A.DC.)",Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Cynoglossum_wallichii_G.Don_(=Cynoglossum_glochidiatum_Benth.,_Cynoglossum_wallichii_G.Don_var._glochidiatum_(Wall._ex_Benth.)_Kazmi)",Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cynoglossum_zeylanicum_(Sw._ex_Lehm.)_Thunb._ex_Brand,Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Cyperus_flavidus_Retz._(=Pycreus_flavidus_(Retz.)_Koyama),Cyperaceae,Angiosperm,Monocot,Herb,LC,Annual
Cyperus_sanguinolentus_vahl_(=Pycreus_sanguinolentus_(vahl)_Nees),Cyperaceae,Angiosperm,Monocot,Herb,LC,Perennial
Cyperus_squarrosus_L.,Cyperaceae,Angiosperm,Monocot,Herb,LC,Perennial
Cystopteris_fragilis_(L.)_Bernh.,Aspleniaceae,Pteridophyte,Fern,Herb,NE,Perennial
Cystopteris_montana_(Lam.)_Bernh._ex_Desv.,Aspleniaceae,Pteridophyte,Fern,Herb,NE,Perennial
Dactylis_glomerata_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Dactylorhiza_hatagirea_(D._Don.)_Soo.,Orchidaceae,Angiosperm,Monocot,Herb,EN,Perennial
Dactylorhiza_kafiriana_Renz,Orchidaceae,Angiosperm,Monocot,Herb,NE,Perennial
Dahlia_pinnata_Cav.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Dasiphora_arbuscula_(D._Don)_Sojak,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Dasiphora_dryadanthoides_Juz.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Dasiphora_parvifolia_(Fisch._ex_Lehm.)_Juz_(=Potentilla_fruticosa_L._var._parvifolia_(Fisch.)_Th._Wolf.),Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Datura_stramonium_L.,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Daucus_carota_L.,Apiaceae,Angiosperm,Dicot,Herb,NE,Biennial
Decalepidanthus_echioides_(Benth.)_DickorÃ©_&_Hilger_(=Pseudomertensia_echioides_Riedl),Boraginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_ajacis_L._(=Consolida_ajacis_(L.)_Schur),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_brunonianum_Royle,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_cashmerianum_Royle,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_nordhagenii_Wendelbo,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_pyramidale_Royle,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_roylei_Munz.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_schlagintweitii_Huth_(=Consolida_schlagintweitii_(Huth)_Munz),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Delphinium_vestitum_Wall._ex_Royle,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Deparia_allantodioides_(Bedd.)_M.Kato,Athyriaceae,Angiosperm,Dicot,Herb,NE,Perennial
Deparia_subsimilis_(Christ)_Fraser-Jenk.,Athyriaceae,Angiosperm,Dicot,Herb,NE,Perennial
Deschampsia_cespitosa_(L.)_P.Beauv.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Deschampsia_koelerioides_Regel,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Descurainia_sophia_(L.)_Webb_ex_Prantl_(=Sisymbrium_sophia_L.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Descurainia_stricta_Reiche_(=Sisymbrium_minutiflorum_Phil.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Dianthus_anatolicus_Boiss.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Annual
Dianthus_angulatus_Royle,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_chinensis_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_crinitus_Sm.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_deltoides_L.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_harrissii_Rech.f.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_jacquemontii_Edgew._&_Hook.f.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dianthus_seguieri_vill.,Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dictamnus_albus_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dictyolimon_macrorrhabdos_(Boiss.)_Rech.f.,Plumbaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Digitaria_ischaemum_(Schreb.)_Muhl.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Digitaria_sanguinalis_(L.)_Scop.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Digitaria_stewartiana_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Dilophia_salsa_Thomson,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Dipsacus_fullonum_L.,Caprifoliaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dipsacus_inermis_Wall._(=Dipsacus_mitis_D.Don.),Dipsacaceae,Angiosperm,Fern,Herb,NE,Perennial
Dolomiaea_costus_(Falc.)_Kasana_&_A.K.Pandey_(=Saussurea_lappa_(Dcne.)_Sch.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Dolomiaea_macrocephala_DC._ex_Royle_(=Jurinea_himalaica_R.R.Stewart),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Dontostemon_glandulosus_(Kar._&_Kir.)_O.E.Schulz_(=Arabis_glandulosa_Kar._&_Kir.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Draba_affghanica_Boiss.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_aizoides_L._subsp._aizoides_(=Draba_alpina_Crantz),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_alshehbazii_KlimeÅ¡_&_D.A.German,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_altaica_(C.A.Mey.)_Bunge,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_cachemirica_Gand.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_ellipsoidea_Hook.f._&_Thomson,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Draba_falconeri_O.E.Schulz,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Draba_fladnizensis_Wulfen,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_glomerata_Royle,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_himachalensis_Al-Shehbaz,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_incana_L.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Biennial
Draba_korshinskyi_(O.Fedtsch.)_Pohle,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_lanceolata_Royle,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_lasiophylla_Royle,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_olgae_Regel_&_Schmalh.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_oreades_Schrenk,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_oxycarpa_Sommerf._ex_Nyman,Brassicaceae,Angiosperm,Dicot,Herb,EN,Perennial
Draba_setosa_Royle_(=Draba_pyriformis_Pojle),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_stenocarpa_Hook.f._&_Thomson,Brassicaceae,Angiosperm,Dicot,Herb,NE,Annual
Draba_tenerrima_O.E.Schulz,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_tibetica_Hook.f._&_Thomson_(=Draba_tibetica_Hook.f._&_Thomson_var._thomsonii_Hook._f._&_Thomson),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Draba_winterbottomii_(Hook.f._&_Thomson)_Pohle,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dracocephaium_stamineum_kar_&_kir.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dracocephalum_heterophyllum_Benth.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dracocephalum_moldavica_L.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dracocephalum_nutans_L.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dracocephalum_stamineum_Kar._&_Kir.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Dryopteris_blanfordii_(C.Hope)_C.Chr.,Polypodiaceae,Pteridophyte,Dicot,Herb,NE,Perennial
Dryopteris_komarovii_Kossinsky,Polypodiaceae,Pteridophyte,Dicot,Herb,NE,Perennial
Dryopteris_ramosa_(C.Hope)_C.Chr.,Polypodiaceae,Pteridophyte,Dicot,Herb,NE,Perennial
Dryopteris_stewartii_Fraser-Jenk.,Dryopteridaceae,Pteridophyte,Fern,Herb,NE,Perennial
Duthiea_bromoides_Hack.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Dysphania_botrys_(L.)_Mosyakin_&_Clemants_(=Chenopodium_botrys_L.,_Chenopodium_nepalense_Moq_.)",Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Dysphania_nepalensis_(Link_ex_Colla)_Mosyakin_&_Clemants_(=Chenopodium_nepalense_Link_ex_Colla_),Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Dysphania_tibetica_(A.J.Li)_Uotila,Amaranthaceae,Angiosperm,Dicot,Herb,NE,Annual
Echinochloa_colona_(L.)_Link,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Echinochloa_colonum_(L.)_Link,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Echinochloa_crus-_galli_(L.)_P.Beauv.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Echinops_cornigerus_DC.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Echinops_niveus_Wall.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Echium_plantagineum_L.,Boraginaceae,Angiosperm,Dicot,Herb,NE,Biennial
Elaeagnus_angustifolia_L._(=Elaeagnus_orientalis_L.),Elaeagnaceae,Angiosperm,Dicot,Tree,LC,Perennial
Eleocharis_mitracarpa_Steud.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eleocharis_oxylepis_(Meinsh.)_B.Fedtsch.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eleocharis_palustris_(L.)_Roem._&_Schult.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eleocharis_quinqueflora_(Hartmann)_O.Schwarz,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eleocharis_uniglumis_(Link)_Schult.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elsholtzia_ciliata_(Thunb.)_Hyl.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Annual
Elsholtzia_densa_Benth.,Lamiaceae,Angiosperm,Dicot,Herb,NE,Annual
Elsholtzia_eriostachya_(Benth.)_Benth._(=Elsholtzia_eriostachya_(Benth.)_Benth._var._pusilla_(Bth.)_Hk._F.),Lamiaceae,Angiosperm,Dicot,Herb,NE,Annual
Elymus_canaliculatus_(Nevski)_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_dahuricus_Griseb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_dentatus_(Hook.f.)_Cope_(=Agropyron_dentatum_Hook.f.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_fedtschenkoi_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_himalayanus_(Nevski)_Tzvelev_(=Agropyron_himalayanum_(Nevski)_Meld.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_jacquemontii_(Hook.f.)_Cope_(=Agropyron_jacquemontii_Hook._f.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Elymus_longiaristatus_(Boiss.)_Tzvelev_(=Agropyron_canaliculantum_Nevski,_Elymus_longearistatus_(Boiss.)_Tzvelev_subsp._canaliculatus_(Nevski)_Tzvelev)",Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_nutans_Griseb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_repens_(L.)_Gould_(=Agropyron_repens_P.Beauv.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_schugnanicus_(Nevski)_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Elymus_semicostatus_(Nees_ex_Steud.)_Meld.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Enneapogon_persicus_Boiss.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Ephedra_gerardiana_Wall._ex_Stapf,Ephedraceae,Gymnosperm,,Shrub,vU,Perennial
Ephedra_intermedia_Schrenk_&_C.A.Mey.,Ephedraceae,Gymnosperm,,Shrub,LC,Perennial
Ephedra_regeliana_Florin,Ephedraceae,Gymnosperm,,Shrub,NE,Perennial
Epilobium_aitchisonii_P.H.Raven,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_amurense_Hausskn.,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_anagallidifolium_Lam.,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_angustifolium_L.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_brevifolium_D._Don,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_chitralense_P.H.Raven,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_cylindricum_D._Don,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_glaciale_P.H.Raven,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_hirsutum_L.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_ladakhianum_T.K.Paul,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_latifolium_L.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_leiophyllum_Hausskn.,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_minutiflorum_Hausskn.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_palustre_L.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_parviflorum_Schreb.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_roseum_(Schreb.)_Schreb.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_royleanum_Hausskn.,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_semiamplexicaule_H.J.Chowdhery_&_S.Singh,Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_speciosum_Decne._(=Epilobium_latifolium_L._subsp._speciosum_(Decne.)_P.H.Raven),Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epilobium_tetragonum_L.,Onagraceae,Angiosperm,Dicot,Herb,LC,Perennial
Epilobium_tibetanum_Hausskn._(=Epilobium_pseudo-_obscurum_Hausskn.),Onagraceae,Angiosperm,Dicot,Herb,NE,Perennial
Epipactis_helleborine_(L.)_Crantz,Orchidaceae,Angiosperm,Monocot,Herb,NE,Perennial
Epipactis_persica_(SoÃ³)_Hausskn._ex_Nannf.,Orchidaceae,Angiosperm,Monocot,Herb,NE,Perennial
Equisetum_arvense_L.,Equisetaceae,Pteridophyte,Fern,Herb,NE,Perennial
Equisetum_diffusum_D.Don,Equisetaceae,Pteridophyte,Fern,Herb,NE,Perennial
Equisetum_ramosissimum_Desf.,Equisetaceae,Pteridophyte,Fern,Herb,LC,Perennial
Equisetum_ramosissimum_Desf._var._huegelii_(Milde_)_Christenh._&_Husby_(=Equisetum_ramosissimum_Desf._subsp._debile_(Roxb._ex_vaucher)_Hauke),Equisetaceae,Pteridophyte,Fern,Herb,NE,Perennial
Eragrostis_minor_Host,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Eragrostis_multiflora_Trin._(=Poa_tremula_Lam),Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Eragrostis_pilosa_(L.)_P.Beauv.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Eragrostis_schweinfurthii_Chiov._(=Eragrostis_multiflora_(Forssk.)_Asch.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eragrostis_variabilis_(Gaudich.)_Steud.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Eremogone_bryophylla_(Fernald)_Pusalkar_&_D.K.Singh_(=Arenaria_bryophylla_Fernald),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eremogone_festucoides_(Benth.)_Pusalkar_&_D.K.Singh_(=Arenaria_festucoides_Royle),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eremogone_griffithii_(Boiss.)_Ikonn._(=Arenaria_griffithii_Boiss.),Caryophyllaceae,Angiosperm,Dicot,Herb,NE,Perennial
Eremurus_himalaicus_Baker,Asphodelaceae,Angiosperm,Monocot,Herb,NE,Annual
Erigeron_acris_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Biennial
Erigeron_acris_L._var._multicaulis_(Wall._ex_DC.)_C.B.Clarke_(=Erigeron_multicaulis_Wall._Ex_DC.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_alpinus_L.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_bonariensis_L._(=Conyza_bonariensis_(L.)_Cronq.),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Erigeron_canadensis_L._(=Conyza_canadensis_L.),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Erigeron_caucasicus_Steven_subsp._venustus_(Botsch.)_Grierson_(=Erigeron_venustus_Botsch.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_emodi_I.M.Turner_(=Erigeron_bellidioides_(Buch.-Ham._ex_D.Don)_Benth._ex_C.B.Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Erigeron_multiradiatus_(Lindl._ex_DC.)_Benth._&_Hook.f.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
